beta.HCH,pp.DDE,PFOA,PFNA
-0.445440554,-0.145640081,1.628533993,0.756433088
0.299655213,0.207706416,1.660420037,0.695033277
0.851020731,0.958350961,0.698930704,0.027093688
1.418016202,1.371912836,0.982191547,0.328651262
1.044011441,0.438489874,1.159430459,0.406177587
0.616032287,0.367552671,0.390754262,-0.04257091
1.560294673,1.201723863,0.907615493,0.418931106
-0.830274707,-0.803253149,1.1838273,0.501583466
-1.849550591,0.760659923,1.21926979,0.510223678
0.696813369,0.676921262,1.016885614,0.263719526
-0.010854921,-0.280398344,1.080763096,0.315845955
0.85675639,0.369443499,1.369568173,0.605623066
-0.248567732,0.301932005,1.728971312,0.434075221
0.057160256,-0.267487525,1.025385486,0.543926348
0.494189483,0.41964214,0.651244197,-0.004635031
-1.849550591,-0.301464507,1.212244849,0.484837846
-1.849550591,1.163551945,1.137072409,0.463349984
1.305273235,0.94830263,0.970382719,0.385303159
1.459659741,1.5340454,1.138584219,0.575409054
0.559424508,0.848410916,1.138170909,0.498264318
-1.849550591,0.607894457,1.34704112,0.534871169
-1.849550591,-0.140711558,0.983426465,0.221893619
1.28259719,1.034044124,1.067405816,0.387464723
-1.849550591,1.182079243,0.839629253,0.220454665
-1.849550591,1.135989259,0.975845177,0.405866176
1.047367746,0.75768408,0.841678164,0.094737402
-0.230844482,0.10840759,1.267972365,0.540830092
-0.316139198,-0.087875239,0.870104213,0.363767249
-1.849550591,0.866765686,0.730993358,0.32140629
-1.849550591,1.642957891,0.905768462,0.315256383
0.081838515,0.389330429,0.608673956,0.101074457
-1.849550591,1.341475083,0.85997412,0.348327447
0.741392003,1.027182377,1.1435395,0.575983046
1.545003513,1.265098852,0.675477602,0.114712101
1.591878396,0.995228537,0.976598117,0.421127514
0.086505003,0.212104854,1.275680573,0.688738849
1.89752789,1.2010483,1.116104915,0.317346067
0.99057128,0.889202355,1.154435897,0.542834587
1.599361384,1.066333497,0.637541341,0.098082038
-1.849550591,0.448891744,0.802098043,0.231666077
-1.849550591,0.257750551,0.8529527,0.319042262
-0.206904196,-0.655948037,1.250538891,0.568019435
1.527162203,0.953753748,1.014579077,0.394305705
0.898926478,1.622641405,1.434290447,0.732482167
-1.849550591,0.739141,1.267929432,0.6185371
0.848272486,0.846937379,1.14653138,0.443799924
0.453341475,0.905725411,1.066822085,0.497441857
-1.849550591,0.977746462,1.021640683,0.539448548
-0.194924997,-0.882569806,1.186988397,0.690131357
-0.00873738,0.740611859,0.590660747,0.068149496
1.131683048,1.013064411,0.910799203,0.32266687
-1.849550591,0.623502555,1.023326831,0.296647893
-1.849550591,1.139625674,1.315867013,0.900054225
0.675214109,0.646923756,1.214447846,0.552455178
-1.849550591,-2.451610582,0.190549701,0.0088893
-1.849550591,-2.451610582,0.415281006,0.176663549
0.306830369,0.259521922,0.86508099,0.292615958
-1.849550591,-2.451610582,0.353335481,0.139201485
-1.849550591,-2.451610582,0.276789982,-0.136513755
-0.621085883,-0.29432149,0.93695816,0.205094016
-0.536637058,-0.261197698,0.400924191,-0.027838435
-1.849550591,-2.451610582,0.534746373,0.323627513
-1.849550591,-2.451610582,0.383990206,-0.054687996
-1.849550591,-2.451610582,0.473238391,0.226822412
-1.849550591,-2.451610582,0.527704191,0.212421978
-0.747992765,0.103819414,0.921021011,0.540512402
-1.849550591,-2.451610582,0.395015102,0.128663096
-0.656142918,-0.652522383,0.53796837,0.175951129
-1.849550591,-2.451610582,0.482492405,0.372815956
0.451729171,0.170873467,0.553095893,0.21950078
-1.849550591,-2.451610582,0.491295722,0.192581587
-1.849550591,-2.451610582,0.270175192,0.04086357
-1.849550591,-2.451610582,0.511897327,0.274437447
-0.926574904,-0.548216206,0.207107163,-0.023166571
0.615293759,0.350038234,0.562110271,0.264784492
-1.849550591,-1.377268035,0.608313546,0.369333894
-1.849550591,-2.451610582,0.284594752,-0.049219663
-0.394487637,-0.894039929,0.811466268,0.411734027
0.390510587,0.250230268,0.536301136,0.19950091
-1.849550591,-2.451610582,0.692196906,0.457243326
-1.849550591,-2.451610582,0.475148002,0.317624562
-1.849550591,-2.451610582,0.554066495,0.398510733
0.274261715,-0.077162936,0.63686514,0.288619387
-0.983561943,-0.251220702,0.397256461,0.002334214
-0.006646841,-0.308811376,0.799289349,0.295788147
-1.849550591,-2.451610582,0.466067009,-0.108825711
0.623828748,0.928280693,0.836252534,-0.049333912
-0.079959172,0.113574521,1.051032828,0.259251986
-1.152743027,-0.342873041,0.581167179,0.240985658
-0.333322881,-0.379778253,0.832609046,0.475043996
-1.849550591,-2.451610582,0.453535508,0.114052553
-1.849550591,-2.451610582,0.508595996,-0.159081447
-1.849550591,-2.451610582,0.472651576,0.430795678
-0.572722524,-0.616263037,0.616494722,0.554595778
-0.351212301,-0.021011178,0.708935776,0.387830311
-1.849550591,-2.451610582,0.697466497,0.171038155
-1.849550591,-2.451610582,0.36770232,-0.111971555
-1.849550591,-2.451610582,0.625574925,0.524255247
-1.849550591,0.229528264,0.470913453,0.026997536
-1.849550591,-2.451610582,0.683409797,0.338667468
-0.019858577,0.50580836,-1.050835488,-0.557216934
-1.849550591,-2.451610582,0.384781429,-0.01075605
-0.095797541,-0.184263017,0.590898113,0.283945024
0.183120772,-0.579653767,0.34905703,0.27396883
-1.849550591,-2.451610582,0.384347829,0.329129089
-0.647084808,-0.589947895,0.552464812,0.267290728
-0.738094225,-0.364611105,0.357375502,0.16996702
-1.849550591,-1.246034134,0.277616096,0.123947723
-1.181416723,-0.660624357,0.089262114,-0.143282234
-0.9894174,-0.777509865,0.138128347,0.036260223
-0.740612545,-0.384298178,0.396400583,0.117570902
-0.691552615,-0.259477923,0.397030755,0.196742264
-1.849550591,-2.451610582,0.777212537,0.235253097
-1.849550591,-2.451610582,0.577214347,0.370960063
-1.849550591,-2.451610582,0.632306596,0.229393744
-0.903863864,-0.562542427,0.34148428,0.334099243
-1.849550591,-2.451610582,0.497566788,0.465770418
-1.849550591,-2.451610582,0.521784428,0.260545509
-0.309046932,0.157669072,0.743149293,0.346159087
-1.849550591,-2.451610582,0.467982056,-0.022710731
-1.849550591,-2.451610582,0.65596245,0.150713167
-1.849550591,-2.451610582,0.560832815,0.053822482
-1.849550591,-2.451610582,0.830004107,0.255191174
-1.849550591,-2.451610582,0.710029475,0.186661306
-1.849550591,-0.008397404,0.950424804,0.383470527
-0.076620464,0.19724917,0.96576023,0.610290284
-0.32667298,-0.594313027,0.810821987,0.325728742
-0.207501569,-0.236852422,0.698463564,0.058922166
-0.289588844,-0.666337816,0.562062158,0.08852415
-0.463943886,-0.628647228,0.60401307,-0.010683694
-1.849550591,0.077422416,0.988543222,0.356647726
-0.396758374,0.55562438,0.424583968,0.045090248
0.084935454,0.454576625,0.592999402,0.311384196
-0.651537809,-1.023780355,0.356392989,-0.001212594
-1.849550591,-0.728158393,0.556950321,0.195224652
-1.849550591,-2.451610582,0.796398741,0.223435776
-1.849550591,-2.451610582,0.493206392,0.340482939
-1.849550591,-2.451610582,0.332024098,-0.145155835
-0.065484044,0.447853983,0.835449025,0.502878962
0.118015716,0.77306929,0.690905335,0.266779436
-1.849550591,0.383689725,0.773152607,0.461854445
-0.768060208,-0.750029166,0.395211512,0.018870723
-1.849550591,-0.021385862,0.656987093,0.043813512
-1.849550591,-2.451610582,0.549734488,0.04012303
0.913586248,0.641342406,0.370375989,-0.055994129
-1.849550591,-2.451610582,0.458565139,-0.153837539
-1.849550591,-2.451610582,-0.126562808,-0.180983592
-1.849550591,-2.451610582,0.33312487,0.087905045
-0.093424367,0.085138136,0.439601862,-0.05615019
-1.849550591,-2.451610582,0.257215522,-0.039672505
-1.849550591,-2.451610582,0.017748105,-0.641235383
0.150363478,0.419589479,0.282663399,-0.392384772
-1.849550591,-2.451610582,0.438013652,-0.375409978
-1.849550591,-2.451610582,0.445766847,-0.268043112
-1.849550591,-2.451610582,0.143974375,-0.401028672
-1.849550591,-2.451610582,0.431525383,-0.157551279
-1.849550591,-2.451610582,-0.189905279,-1.00042513
-1.849550591,0.144932081,0.603354612,0.178918735
-0.4272553,-0.262033139,0.382856885,0.118650824
-1.849550591,-2.451610582,0.402209811,-0.17004814
-1.849550591,-2.451610582,0.35221644,-0.390419501
-1.849550591,-2.451610582,0.620642444,0.099297982
-1.615228171,-0.750944864,0.616652035,-0.254317481
-0.8494017,-0.635006396,0.468344664,0.078993075
-1.849550591,-2.451610582,0.169135225,0.009736337
-1.849550591,-0.044552789,0.454696085,-0.243055328
-0.182513736,-0.352867383,0.493884585,0.031168471
-1.849550591,-2.451610582,-0.252558072,-0.674033338
-0.909147368,-0.157687638,0.352333473,-0.160325262
-1.849550591,-2.451610582,0.451487295,-0.032605456
-1.849550591,-2.451610582,0.401508235,-0.496090538
-0.825193746,-0.357624521,0.796491339,0.215800921
-1.849550591,-2.451610582,0.474506327,0.115892818
-1.849550591,-2.451610582,0.284497068,-0.122370726
-1.849550591,-0.144087311,0.136390296,-0.04936339
-1.849550591,-2.451610582,0.507372179,-0.09652064
-0.427748359,-0.166624544,0.769072869,0.49974555
-0.803973587,-0.188995672,0.473477057,0.658539296
-1.849550591,-2.451610582,0.275218602,0.069559577
-1.849550591,-2.451610582,0.474672932,0.137757945
-0.233518118,-0.522269333,0.252034216,0.306811421
-1.849550591,-2.451610582,-0.194380723,-0.599606518
-1.849550591,-2.451610582,-0.05243302,-0.613059428
-1.849550591,-2.451610582,0.518604364,0.182820532
-1.849550591,-0.301681926,0.489940882,0.483098117
-1.849550591,-2.451610582,0.596639356,0.317692699
-0.335418461,-0.354624446,0.578157609,0.304588969
-1.849550591,-2.451610582,0.423713481,0.174224571
-1.849550591,-2.451610582,0.322189045,-0.190141957
-1.849550591,-2.451610582,0.303967553,-0.133000477
-1.849550591,-2.451610582,0.165355665,0.121307697
-1.849550591,-2.451610582,0.313697221,0.218961093
-1.849550591,-2.451610582,0.093075935,-0.438009843
-0.601390056,-0.491372105,0.487682525,-0.126223407
-0.299308456,-0.203433587,0.230182946,0.227799575
-1.849550591,-2.451610582,0.114176523,0.079243069
-1.849550591,-0.366178193,0.226200003,-0.176592962
-0.892319119,-0.387372518,0.62502858,0.321745685
-0.115491086,0.330950962,0.455560298,0.240504482
0.433977203,0.265381458,0.132170279,-0.368565935
0.187287728,0.446781821,0.377588392,-0.254273212
0.712953341,0.929353195,0.826364976,-0.070398356
-0.191692837,0.106459888,0.724503649,0.262909154
-0.229953486,0.164364411,0.630079963,0.182060682
0.280057461,0.484327616,0.336052745,-0.560768403
-0.313181583,0.016726463,0.196699334,-0.249398751
-0.03720599,0.485880978,0.769868356,0.28601792
0.06334749,-0.791430311,0.565209287,0.073078159
-0.095517386,0.167773342,0.270525706,-0.300928404
-0.578242771,-0.22312045,0.785048581,0.310727847
-0.724758588,-0.320654337,0.390211388,-0.048730924
0.034137091,0.130087426,0.587574705,-0.04350682
-0.193979035,0.231072859,0.772478265,-0.074541731
-0.469011534,0.069808878,0.451447844,0.011789698
-0.769851201,-0.397698282,0.520514313,0.25389406
-0.025673906,-0.03744079,0.545733722,0.383387973
0.30822121,0.209438475,0.535278681,0.060021006
-0.444204378,-0.172441521,0.671557997,0.30463053
-0.943787802,-0.227322916,0.571391335,-0.14426066
-0.923746995,0.269682265,0.06291379,-0.829788568
-0.701152487,0.357290631,0.293429157,-0.182882448
-0.034022612,0.971082389,0.496622473,-0.311503521
0.329196212,0.885990225,0.756433615,0.013567106
-0.087173321,0.600144001,0.918922497,0.21173371
-0.241845541,0.534625367,0.830218984,-0.127404397
0.311649277,0.309869916,0.302377884,-0.306904471
-0.333292916,0.223588997,0.369008851,-0.049027956
-0.610257725,0.286319718,0.300544133,-0.341950936
-0.240384227,-0.065149994,0.527006203,-0.501794911
-0.444589563,0.204398206,0.553569299,0.2351715
-0.844942658,0.232566154,0.313828038,-0.040058126
0.110307627,0.36880208,-0.034823429,-0.426220799
-0.666504789,0.128047872,0.277159174,-0.293463724
-0.171812188,0.285349828,0.344507165,-0.367150483
-1.08845326,-0.182984917,0.351732726,-0.631173749
-0.134677544,0.169712544,0.367532541,-0.385711124
-0.144002071,0.839292719,0.376138831,0.134942961
-0.980884416,0.584732112,0.226064964,-0.041662216
-1.849550591,-1.455119491,0.17748095,-0.154131968
-1.017565135,-0.193510867,0.360507106,-0.647209867
-0.721279346,-0.401021801,0.446008144,-0.38366928
-0.37296889,-0.197183525,0.365143217,-0.732453732
0.118541157,0.807152417,0.365535726,-0.574804788
-0.143510551,0.191927035,0.600118285,-0.408821211
-0.748975745,0.048988807,0.384441464,-0.040657226
0.185890467,0.810300228,0.522381816,-0.030834114
-1.154452898,-0.093815433,0.38393886,-0.19467147
0.094832913,0.828580936,0.664985415,-0.126741547
-0.831910151,-0.798810735,0.242986565,-0.204251748
-0.604719864,-0.322595547,0.108767107,-0.24000135
-0.377617003,-0.054383093,0.451668159,0.076916416
-0.145854787,0.740128826,0.530751442,0.07478189
0.423816402,0.335343988,0.495320651,-0.0574217
-0.549097148,-0.782340288,0.341029873,-0.230130084
-0.31276319,-0.028008671,0.53895149,0.131823221
-0.563167761,-0.396313144,0.511105533,0.114929088
-0.626600582,-0.171156338,0.403622542,-0.341350191
0.726633432,0.886546351,0.572808689,0.176863701
0.263027965,0.165093051,0.247205969,-0.313100437
-0.837345607,0.001063826,0.43372592,-0.504585762
-0.055451308,0.759283271,0.182869876,-0.528781786
-0.001002684,0.66523571,0.035907243,-0.495983322
-1.209980327,-0.348325771,0.314712605,-0.253048382
-0.56689464,-0.212317362,0.309025264,-0.392689128
-0.433269759,0.123107515,0.62900868,0.215372161
-1.030046702,-0.34571664,0.415780706,0.027263758
-0.311136971,0.066513698,0.394217161,-0.039470625
0.154961227,0.254512641,0.200770997,-0.280396056
-0.556222792,0.10202913,0.359508202,-0.071460739
-0.208450351,-0.618947245,0.251643927,-0.329304562
-0.255143291,-0.115205492,0.176212117,-0.249008523
0.045779489,0.123506818,0.34614893,-0.181867781
0.013803027,-0.062848428,-0.020101038,-0.316671757
0.534524881,-0.002470184,0.076122445,-0.542945989
-0.439126404,-0.152222884,0.285838108,0.044846362
-0.386116019,-0.248565693,0.537668549,0.149550479
-0.350691434,0.285361142,0.5497281,-0.167117035
-0.071351818,0.04873947,0.155507558,-0.215025225
0.521142986,-0.069317666,0.295495187,-0.378298413
0.645875643,0.229779113,0.68907058,0.369468101
0.639386511,0.348608899,0.066329067,0.046407212
-0.413786523,0.05621698,0.444679961,-0.438779834
0.947846978,1.154460466,0.236489997,-0.301006478
-1.274402139,-2.096242234,0.227889494,-0.407792724
-0.199167644,0.443171622,0.392451425,-0.112145476
-0.229170077,0.287122208,0.451334912,-0.119220518
-0.265371849,0.376599392,0.644193384,0.637478376
-0.212369391,-0.338053032,0.46151952,-0.080575376
-0.169935765,0.465218657,0.419025857,-0.010757447
0.42108648,0.479513305,0.296723714,-0.245138284
-0.064088469,-0.040133652,0.272997104,-0.114346283
0.248149716,0.263790405,0.313740552,-0.378375392
-1.380747789,-0.767838643,0.153270884,-0.392076178
-0.826324778,-0.28931673,0.54316049,0.444665686
-0.193398323,-0.372709083,0.679373034,0.414469105
0.424779108,0.360169364,0.440721461,0.188348864
-0.509983595,-0.487890506,-0.031358924,-0.57950402
-0.349986451,-0.285748415,0.484287736,0.327431289
-0.064127041,-0.265434563,0.076601386,-0.422211627
-0.16785812,-1.065314425,0.423078691,-0.07062827
-0.154440398,-0.28591852,0.717361621,0.290010405
-0.576214573,-0.742125554,0.367180193,-0.364101259
-0.415468707,-0.702856939,0.017457497,-0.859861906
-0.202370241,-0.434595674,0.34477415,-0.039721126
-0.9138493,-0.832037389,0.22736674,-0.030593138
-0.229395061,-0.406611532,-0.012204012,-0.303130717
-0.833805913,0.081564061,-0.314193061,-0.374265441
0.192749122,-0.425463599,0.416882843,0.056010288
0.215722638,-0.085266777,0.227601812,-0.233820129
-0.497328109,0.295872553,0.361912809,-0.114802249
0.386676649,0.620169516,-0.157143963,-0.217518048
0.134323027,0.321832244,0.143690403,-0.289331527
0.426579943,0.808660606,0.497746954,0.207358386
-0.159824236,0.081392389,0.503545193,-0.114033147
-0.188792012,-0.049974384,0.583619612,0.258249576
0.53217171,0.795692233,0.222731907,-0.293686904
0.331722773,0.505853324,0.565460408,0.225957929
-0.834640791,-0.487081137,0.12536253,0.152140781
-0.588141178,0.16555955,-0.080582733,-0.051772951
-0.414296204,0.122839874,0.190323452,0.730605457
-0.669682058,0.1072564,0.383018244,0.733685915
-1.451544993,-0.654078547,0.116633289,0.11217273
-0.868374295,-0.511663494,0.295274693,0.538864664
-0.695887909,-0.315779935,0.196060926,0.545823196
-0.335754906,-0.306542225,0.481407688,0.516897304
-0.710114322,-0.501776788,0.367926501,0.788939644
-0.410867459,-0.644889624,0.536556678,0.536794706
-0.179848008,-0.077728098,0.468197678,0.426127418
0.133059184,0.215002527,0.081131822,0.370533695
1.330424876,1.352992857,0.269820582,0.165882222
-1.255477963,-0.481291104,0.199821264,0.31428292
-0.668079071,-1.083063412,0.468466678,0.829307778
-0.248829367,-0.235893567,0.437842499,0.24868744
0.360765193,0.613985322,0.508396019,0.63622909
-0.62690177,-0.239809262,0.44846745,0.357182857
-0.015642514,0.414710608,0.372913984,0.333190918
-0.402332718,-0.416996084,0.025277232,-0.261616321
-0.819491651,-0.433245884,0.596051993,0.740299549
-0.363110989,-0.313355402,0.447958749,0.5851513
-1.071412084,-0.469290334,-0.078750236,0.01278238
-0.399497047,0.232937171,0.426256571,0.575571855
-0.898657439,-0.090728232,0.433779333,0.45882205
0.17297819,0.479251676,0.253804056,0.343906124
0.138501246,0.470051062,0.302097365,0.20347358
-0.401313037,-0.284746953,0.619446186,0.320423612
0.131461534,0.026096624,0.231516977,0.021871105
-0.199100796,-0.061573868,0.518904106,0.262368293
0.401636565,-0.166393031,0.028989286,-0.015232052
-0.092402349,0.197670443,0.253003684,-0.018338651
-1.05574403,-0.30189552,0.009983054,-0.227422569
-0.193814898,-0.569271712,0.364868918,0.32725193
0.207015604,0.386855092,0.722420657,0.303791863
-0.165490239,-0.31335495,0.277954084,-0.043911491
0.019471764,0.474868947,0.621875194,0.526225384
-0.873588559,-0.410548164,0.361921421,-0.103608122
-0.141164983,-0.364800703,0.430542118,0.155057068
-0.680463251,-0.243560203,0.485799823,0.069708882
-0.622452636,-0.416729181,-0.04586202,-0.24471026
-1.082580791,-1.016162293,0.154222054,-0.107709873
0.911890333,0.471534031,0.278961375,-0.118271942
0.051440195,-0.475164349,0.643497001,0.365404187
-0.378071041,-0.289626514,0.913369856,0.565831176
-0.204863967,0.248556007,0.29713078,0.339889049
-0.674705179,-0.129540685,0.375858257,0.247967973
-0.513929853,-0.242659406,0.24638393,0.08723259
-0.856706314,-1.689816919,0.143647073,-0.27417063
-0.796663017,-0.686282971,0.392699801,0.107757621
-0.478855566,-0.587321628,0.190018259,0.141807692
-0.843363737,-1.01040689,0.135894395,0.141442627
-0.575178262,-0.224724567,0.235019154,0.311109236
-0.927900099,-0.357827027,0.320591919,-0.463800391
0.787082895,0.033642895,0.698549986,0.140388201
-0.000787465,0.224639474,0.344521435,-0.032364361
-0.380217453,0.18689705,0.369170856,0.100103735
-0.254593102,0.391764285,0.571769971,0.54350389
0.309931721,-0.407746186,0.331398125,0.182353125
0.256593502,-0.983020095,0.570706672,0.062182221
0.04318605,-0.468964568,-0.024566069,-0.189492004
0.076614996,-0.357599829,0.626015642,0.423157429
-0.432771376,-0.228236009,0.480955497,0.380182386
-1.113024152,-0.583389004,0.386376274,0.420269773
-0.732987911,-0.438040824,0.14888968,-0.026029843
-0.20518637,-0.794590179,0.511813443,-0.100854522
0.055028346,-0.302313976,0.214249532,-0.361623909
-1.451544993,-0.499021863,0.564482557,0.52906728
-0.231250979,-0.573780671,0.420279163,0.240053949
-0.178866336,-0.789571073,0.588787411,0.197869709
-0.189925194,-0.061603229,0.570985993,0.382210137
-0.579922861,-0.353473917,0.389409619,0.203175954
-0.605200891,-0.856200389,0.067412168,-0.069602897
-0.769689584,-0.276490781,0.468016114,-0.021368199
-0.20453025,-0.27822762,-0.089173331,-0.499607551
0.161576014,-0.340717369,0.455630779,0.302943891
-0.168800089,-0.29326701,0.172443691,-0.216231334
-0.581333629,-1.384382815,0.337956151,0.408560567
-1.697357227,-0.837380568,0.073657005,-0.170097238
-1.625023388,-0.827133693,0.363572271,-0.161650048
-0.208630156,-0.226776329,0.202031107,-0.094832407
-0.865195737,-0.196426203,0.168410224,0.019767958
-1.481805477,-0.293460786,0.400258981,0.312928326
-1.107809497,-1.213723134,0.500146577,-0.327062332
-0.703255875,-0.886072226,0.208769999,0.148422884
-0.170791534,-0.160530125,0.112468429,0.320369529
-0.985177678,-0.54468325,0.456348076,0.577082771
-0.499537776,-0.954525479,0.082214016,0.304014366
-0.126058593,-0.439325666,0.24023305,0.067310922
-0.475618582,-0.381968653,-0.024966439,0.001220169
0.534092045,0.162106421,0.376721768,0.199905032
0.080227199,0.143981451,0.354174768,-0.056013221
-0.343082488,-0.433440171,0.256028673,-0.06680566
-0.197912595,0.036510068,0.255926904,-0.293932596
-0.401970373,0.042642318,0.338839735,0.055730122
-0.319278284,0.242935338,0.20650515,-0.033485662
-0.287722419,0.234503521,0.448888669,-0.101850465
0.161655931,-0.475340129,0.192426384,-0.354343742
-0.610306073,-0.452990127,0.088986962,-0.327186487
0.028518932,0.607283131,0.47527718,0.188525317
-0.648939938,-1.105907767,0.203451131,-0.519149035
-0.061095817,0.238396932,0.244501591,0.065685869
0.007137457,0.405874889,0.717067173,0.365950228
-1.849550591,-2.451610582,0.71665049,0.237150774
-1.849550591,-2.451610582,0.468753031,0.276690403
-0.4400311,-0.137596155,0.365403144,-0.434781383
0.397600889,1.014323345,1.24312684,0.254870853
-0.783268636,0.060870951,0.969721161,0.267841205
-0.193965905,0.763086047,1.452696425,0.330891604
0.017775672,0.257470829,0.571756377,-0.261414621
0.266417907,0.528655501,1.363283336,0.266042274
-0.157233295,0.660906834,1.002801366,0.151238181
-0.380946956,0.61912385,1.243650213,0.604167552
-0.378068279,0.576975083,1.492528707,0.601920582
0.321529664,0.703595449,1.220948468,0.522563726
-0.447550117,0.995207113,1.571566553,0.470258946
0.408217568,0.751860013,1.603425351,0.633674304
0.031404467,0.697832341,1.537496586,0.515435995
0.668630548,0.916176079,1.297626537,0.603773084
0.038315426,0.903940442,0.837533766,0.287264948
0.468453708,0.967991454,1.349966364,0.725225033
0.613095568,0.952099884,1.561497908,0.796363584
0.774182347,0.69965676,1.50566166,0.745736861
0.14038084,0.919997146,1.50871501,0.807644918
-0.600404288,0.10235566,1.544866784,0.385894599
0.398974887,1.106056396,1.549996922,1.087736058
-0.839028932,-0.160992795,1.587489247,0.723559353
-0.057767842,0.564930146,0.918659428,0.269103949
0.192386922,0.973594534,1.145727618,0.391473458
-1.451544993,-0.602827221,1.384536734,0.004750272
-0.393355033,0.689439545,1.584975483,0.194405815
0.711550692,1.314679781,1.676918941,0.404353056
0.710100034,1.23942601,1.836106368,0.570137855
0.283134668,1.135609436,1.345810567,-0.043112222
0.600158312,1.191052377,1.523997164,0.664973772
0.624702687,1.534028153,1.545327242,0.445650678
-0.858725854,0.339245986,1.595399298,0.631676519
-0.672332233,0.790675453,1.411603125,0.47728483
